bedeutung;sachgruppe
Tag der Unschuldigen Kinder, 28. Dezember;7310
Vorteig beim Brotbacken;5910
Vorteig beim Brotbacken;5910
ans Haus angebauter/freistehender Schuppen;7720
angehängte (große) Holzscheite zum Bremsen eines Transportschlittens;7405
ans Haus angebauter / freistehender Schuppen;7720
Anhänger, Wagen, der angehängt wird;7820
Schmuckstück, das an einer Kette um den Hals getragen wird;5938
Vorhängeschloss;7530
Vorhängeschloss;7730
Anhöhe, Hügel;2800
Anis Pimpinella anisum;3700
länglich geformte mit Anis bestreute Brötchen;5911
Anisplätzchen;5911
Anisplätzchen;5911
Anisplätzchen;5911
Nacken, Genick;5200
eingezogener gekrümmter Hals z. B. bei Gänsen;4240
Gelenk des Knochens am Nacken;5240
männliche Person, die einer anderen nicht ganz geheuer ist, männliche Person, die nicht ganz ehrlich ist;6126
weibliche Person, die einer anderen nicht ganz geheuer ist, weibliche Person, die nicht ganz ehrlich ist;6136
Brauch am Donnerstag vor dem vierten Advent, an dem Kinder Gaben erbetteln;7350
Leckereien, die die Kinder am Donnerstag vor dem vierten Advent beim Anklopfen geschenkt bekommen;7350
Trinkgeld an Neujahr;7350
Anlauf, kurzer, schneller Lauf vor einem Sprung, einem Wurf o. Ä;7340
junge Kuh, die zum erstenmal gedeckt wird;4111
junge Kuh, die zum erstenmal gedeckt wird;4111
weibliches Zuchtschwein vor dem ersten Werfen;4113
junge Kuh, die zum erstenmal gedeckt wird;4111
zum Dreschen ausgelegte Getreideschicht;7440
Kleidung, Kleider;5930
Baumstamm, der am Hang zur Stabilisierung talseitig den Weg begrenzt;3130
Baumstamm, der schräg auf das Fahrzeug oder das Holzlager aufgelegt als schiefe Ebene zur leichteren Hochbeförderung von Lasten dient;3130
zum Dreschen in der Tenne ausgelegte Getreideschicht;7440
Sammelplatz auf dem Berg für die Burden;7430
Lehne, Stuhllehne;7730
Lehne, Stuhllehne;7730
Sense zum Mähen von Getreide;7440
Gestell an der Sense zum Mähen von Getreide;7440
Sense zum Mähen von Getreide;7440
Gestell an der Sense zum Mähen von Getreide;7440
große, rund Schüssel für die Zubereitung von Brotteig;7735
Backzutaten, die zu einem Teig verarbeitet werden;5910
große, rund Schüssel für die Zubereitung von Brotteig;7735
Platz, an dem die Flößer ihre Floße bauen;7820
große, rund Schüssel für die Zubereitung von Teig;7735
Heilige Anna Fest 26. Juli;8860
Anna weiblicher Vorname;7120
sich ungehörig verhaltende weibliche Person;6136
Anna Katherina weiblicher Vorname;7120
Anna-Margareta weiblicher Vorname;7120
Anna Maria, Annemarie weiblicher Vorname;7120
kurzer Schlafrock;5934
Anneliese, Kurzform zu Anna Elisabeth;7120
abfallendes Gelände zwischen Feldern;2800
Sense zum Mähen von Getreide;7402
an ein Feldgrundstück angrenzender Nachbar;9312
Rede, Ansprache;7200
(offener) Küchenschrank;7740
zwei an der Wand angebrachte Stangen für die Aufbewahrung von Brotlaiben oder von Geschirr;7740
Zeichen, mit dem der Förster die zu fällenden Bäume markiert;7550
Telefonanruf;6421
Wuchsansatz, Beginn des Wuchses;3500
beim Laden auf dem Leiterwagen aufliegende große Heubüschel in der untersten Schicht;7430
Schicht, Lage Heu beim Laden auf den Wagen;7430
drei Schichten Heu beim Laden auf den Wagen;7430
Schicht aus Ähren auf dem Getreidewagen;7440
Lochbildung im Käse;7455
Person, die Anordnungen gibt;6420
Brotanschnitt, erstes von einem Laib abgeschnittenes Stück Brot;5910
Bretter einer Feldscheune;7720
mit Brettern verkleidete Westseite eines Bauernhauses;7710
Brettereinfassung an einem Strohdach;7710
(erste) Schicht auf dem Heuwagen;7430
Armvoll oder Gabelvoll Heu, der vorne und hinten auf den Leiterbaum des Heuwagens gesetzt wird;7430
Schicht aus Garben auf dem Erntewagen;7440
Garben, die vorne und hinten am Erntewagen hingeschichtet werden;7440
Bekanntmachung, Aushang an einem Schwarzen Brett oder in einem Schaukasten;7200
Teil am Webstuhl, mit dem die gewebten Fäden an das Gewebte gedrückt werden;7546
(beim Versteckspiel) verabredete Stelle, an der man mit der Hand schlägt zum Zeichen, dass man einen Mitspieler gesehen hat;7360
schussbereite Haltung des Gewehrs;8500
(beaufsichtigter) Weidebereich auf der Alpe für das Vieh;7450
Versteckspiel;7360
(erste) Schicht Heu beim Aufladen auf den Wagen;7430
Schicht aus Garben auf dem Erntewagen;7440
kurze Schindel für die erste Schindelreihe;7720
Querholz am Lattenzaun;7520
Bretterwand zum Ankleben von Plakaten oder Bekanntmachungen;6421
großes Heu- oder Grummetbüschel od. Ä., mit dem eine neue Schicht beim Laden eines Heuwagens begonnen wird;7430
abgeschnittenes erstes Stück z. B. beim Brot;5910
Schnittfläche z. B. an einer Wurst;5910
Achtung, Wertschätzung, guter Ruf;6520
schönes Aussehen, schönes Äußeres;9240
Ameise Formica;4700
Anselm männlicher Vorname;7120
beständig jammernde Frau;6136
beständig jammernde Person;6136
wehleidige Person;5700
jammernde, klagende unzufriedene Person;6110
Ächzer, ächzender Laut;5560
Bild, Abbildung;7595
(sonderbare) Meinung, Überzeugung, Idee;6260
Ansichtskarte, Postkarte mit einem Landschaftsbild;7595
Sing- und Tanzvergnügen am Abend eines Hochzeitfestes;7321
Person, die lustige Lieder singt, nach deren Melodie die anderen tanzen;7350
Zugtiere, die vor den Wagen gespannt werden;7403
Rede;7200
vertraute Unterhaltung, vertrautes Gespräch;7210
Ermahnung, Zurechtweisung;7200
Forderung;6420
Recht, Anrecht;6420
1 Heilstätte für psychisch Kranke, Alkoholkranke, Drogenabhängige u. a;5700
Vorbereitungen, Vorkehrungen;6460
Beschwerden, Unannehmlichkeiten, Schwierigkeiten;6430
gute Sitte, schickliches Benehmen;6520
sich bietende Gelegenheit für die Verheiratung;7321
bis zu einem 1/2 Jahr altes (weibliches) Kalb, das zur Zucht großgezogen wird;7450
Ferkel, junges Schwein, das gemästet werden soll;4113
Stellung, Posten;7500
Biersorte, die im Übergang vom im Winter gebrauten zum im Sommer gebrauten Bier hergestellt wird;5920
Stelle, an der zwei Brotlaibe im Ofen aneinandergebacken sind;5910
Bedenken, Einwand;6260
körperliche Anstrengung, Kraftaufwand;5540
das auf der Tenne zum Dreschen ausgelegte Getreide;7440
Grenznachbar, Person, dessen Grundstück an das eines anderen anstößt;8221
Vorteig beim Brotbacken;5910
zustehender, zufallender Anteil;9300
Enterich, männliche Ente;4240
männliche Wildente;4210
Fronleichnamstag;7310
Antoinette weiblicher Vorname;7120
Antonia, Antonie weiblicher Vorname;7120
Antonius von Padua Fest 13. Juni;7310
Antonius der Einsiedler Fest 17. Januar;7310
Anton männlicher Vorname;7120
Mutterkornvergiftung;5700
Tag des hl. Antonius von Padua, 13. Juni;8860
Enterich, männliche (Haus-)Ente;4240
männliche Wildente;4210
Enterich, männliche Ente;4240
Spottname für die Bewohner von Altenmünster;8150
Enterich, männliche Ente,;4240
Mensch, der sich aufgeputzt und eingebildet einer Gruppe voranstellt;6119
stufenartige Erhöhung beim Fenster für den Nähtisch;7730
eingefriedeter Platz beim Haus;7720
mündliche oder schriftliche Erwiderung;6250
kleiner Flecken, geringer Makel;5210
Schmalseite eines Ackers/einer Wiese;7420
Längsseite eines Ackers/einer Wiese;7420
Grasweg zwischen Wiesen, Äckern;2800
(begrenzender, auch abfallender) Grasstreifen;2800
steiles gegen einen Bach, Teich zulaufendes Endstück eines Feldes;7420
am Rand einer Wiese (hoch) stehendes Gras;3500
festgepresste Schneewand am Wegrand;2200
Randstreifen an der Schmalseite des (eigenen oder anstoßenden) Ackers, auf dem der Pflug gewendet wird;7440
befahrbarer Grasstreifen zwischen Äcker/Wiesen als Grenze zwischen den Grundstücken;8221
Längsseite des Ackers;7440
Grundstücksnachbar;8110
Wenderecht auf dem Randstreifen eines angrenzenden Ackers;8300
Schmalseite eines Ackers;7440
Randstreifen an der Schmalseite eines Ackers, auf dem der Pflug gewendet wird;7440
(Bauern-)Haus mit den dazugehörigen Gebäuden und dem Grundstück;7410
Verputz, Wandputz;7510
Vorwurf, Anschuldigung;6333
Kleidung;5930
Kleidungsstück (für Männer) bestehend aus Hose und Jacke;5933
Vorteig zum Sauer- oder Hefeteig;5910
Apfel, Frucht des Apfelbaums;3000
Apfelsorte;3000
Gallapfel, kugeliger Auswuchs an Blättern, Knospen oder jungen Trieben von Eichen;3110
Apfelbaum Pyrus malus, Malus communis;3120
Blüte des Apfelbaums;3010
Blüte, Blühen des Apfelbaums;3020
Kamille Marticaria chamomilla;3700
Gerät zur Ernte von Äpfel oder Birnen;7480
Kerngehäuse des Apfels, Essensrest beim Verzehr eines Apfels;3120
Kerngehäuse des Apfels;3010
flacher Apfelkuchen, meist mit Hefeteig;5911
zerkleinerter Pfannkuchen mit Apfelspalten;5911
Kerngehäuse des Apfels, Essensrest beim Verzehr eines Apfels;3120
im Fett gebackene kleine Häufchen aus mit fein geschnittenene Äpfeln vermengetem Kartoffelteig;5911
im Backofen gebackener Hefekloß mit fein geschnittenen Äpfeln;5911
kleiner Knödel aus Spätzleteig mit Äpfeln;5911
zusammen mit Apfelstücken in der Pfanne geröstete Spätzle;5911
flacher Hefekuchen mit Äpfeln/Apfelmus als Belag oder Füllung;5911
Gebäck aus Brotteig mit Apfelfüllung;5911
Gericht aus mit Apfelspalten gefülltem Nudelteig;5911
zerkleinerter Pfannkuchen mit Apfelspalten;5911
mit Äpfeln belegter (flacher) Kuchen;5911
in Pfannkuchenteig gewendete und im Fett herausgebackene Apfelscheibe;5911
(leicht) alkoholisches Getränk aus vergorenem Apfelsaft;5920
Apfelsaft;5920
Apfelmus;5911
Hefegebäck mit Apfelfüllung;5911
Eierpfannkuchen mit fein geschnittenen Äpfeln;5911
flacher mit Apfelspalten belegter Kuchen;5911
aus einem Apfel geschnittene dünne ringförmige Scheibe;3120
Apfelsaft, unvergorener Saft aus Äpfeln;5920
Apfelschale;3120
Pferd, Schimmel mit grau-weiß geflecktem Fell;4112
(getrocknete) Apfelspalten;5910
Getränk aus Limonade, Mineralwasser und Apfelsaft;5920
Spätzle mit Apfelspalten;5911
Süßspeise mit Apfelfüllung;5911
runder, flacher Hefekuchen gefüllt mit Apfelmus;5911
Trester, anfallende feste Rückstände bei der Saftgewinnung aus Äpfeln;7480
Trester, anfallende feste Rückstände bei der Saftgewinnung aus Äpfeln;7480
Heiliger Apollonius Fest 21. April;7310
Heilige Apollonia Fest 9. Februar;7310
Apollonia weiblicher Vorname;7120
alberne Frau;6137
Apostel, Jünger Jesu;8820
übel schmeckendes Bier;5920
in Scheiben geschnittene, in der Pfanne geröstete Dampfnudel;5911
Hefegebäck mit Äpfeln und Rosinen gefüllt;5911
Tag, an dem einem der zwölf Apostel gedacht wird in der katholischen Kirche;8860
einem Apostel geweihter Tag;7310
eitriges Geschwür, Furunkel;5700
Apotheke;5700
Geschäft, in dem hohe Preise verlangt werden;7600
Apotheker;5700
Apparat, (technisches) Gerät;7501
Exemplar von außergewöhnlicher Größe von Dingen, Tieren, Menschen gesagt;9220
vollgesponnene Spindel;7490
Appetit;5910
Gegenstand, der geworfen wird, damit ihn der Hund wieder herbeibringt;4117
Aprikose;3120
April, Name für den vierten Monat des Kalenderjahres;9600
Buschwindröschen Anemone nemorosa;3500
Traubenhyazinthe Hyazinthus botryoides;3800
Buschwindröschen Anemone nemorosa;3500
Blüte im April, Blühen im April;3020
Graupelschauer, Regenschauer oder Schneeschauer im April;2200
am ersten April geborene Person;7130
Aprilnarr, Person, die am 1. April in den April geschickt und dadurch zum Narren gehalten wird;7130
Aprilnarr, Person, die am 1. April in den April geschickt und dadurch zum Narren gehalten wird;7130
Aprilnarr, Person, die am 1. April in den April geschickt und dadurch zum Narren gehalten wird;7130
im April sprießende Blätter;3020
Aprilnarr, Person, die am 1. April in den April geschickt und dadurch zum Narren gehalten wird;7130
im April geborene Person;7130
Graupelschauer, Regenschauer oder Schneeschauer im April;2200
Regen im April;2200
Schnee, der im April fällt;2200
kurzer Schneeschauer oder Regenschauer im April;2200
Wetter im April, wechselhaftes Wetter;2200
Schneeschauer im April;2200
Aprilnarr, Person, die am 1. April in den April geschickt und dadurch zum Narren gehalten wird;7350
spätes Schneegestöber;2200
Familienangehöriger, der am 1. April als Letzter sein Bett verlässt;7130
Beschäftigung, Ausführen einer Auftrags o. Ä;7500
Tätigsein, Beschäftigtsein;7500
Erwerbstätigkeit, Arbeitsplatz;7500
Bearbeitung;7500
Produkt, Erzeugnis einer Arbeit;7500
Mühe, Plage, Anstrengung;6430
nervöse Zuckungen, Krampfanfall bei einem Kleinkind;5700
männliche Person, die körperlich oder geistig tätig ist;7400
männliche Person, die eine einfache, angelernte Tätigkeit in einem Betrieb ausübt;7500
Bier mit wenig Alkohol für die Helfer bei der Getreideernte;5920
bei der Arbeit getragene Schürze;5930
bei der Arbeit getragener (schwerer) Schuh;5930
Arbeitskleidung;5930
Arbeitshose, bei der Arbeit getragene Hose;5930
Arbeitskleidung;5930
Arbeitskittel für Männer meist aus leichtem blauem Stoff;5930
männlicher Bediensteter auf einem Bauernhof;7400
Arbeitsschürze;5930
Holzbau an einem Flussdamm;2600
ein mit dazwischenliegenden Hölzern zum Trocknen aufgeschichteter Bretterstapel oder Bohlenstapel;3130
Adjutant;8500
Arm, Körperteil des Menschen;5200
Ärmel;5930
Armvoll, Menge, die man im Arm tragen kann;9400
Bündchen am Hemdärmel;5930
Armee, Streitmacht eines Landes;8500
Armenhaus;8240
Brennholz für die Dorfarmen;3130
Bewohner des Armenhauses;7010
Armenkasse, soziale Einrichtung zur Unterstützung der Dorfarmen;8240
abendliches gemeinsames Rosenkranzgebet (acht Tage in Folge) nach dem Tod eines Anghörigen oder Nachbarn;8840
Korb mit einem Henkel;7735
(Einkaufs-)Korb mit einem Henkel;7735
(Einkaufs-)Korb mit einem Henkel;7735
Achselhöhle;5200
für den Arm ausgeschnittene Öffnung an einem Kleidungsstück;5930
verstorbener Mensch, der dem Glauben nach im Fegefeuer auf Erlösung wartet;8820
aus menschlichem Fett hergestelltes, alternativmedizinisch verwendetes Mittel;5700
aus menschlichem Fett hergestelltes, alternativmedizinisch verwendetes Mittel;5700
Bedürftigkeit, Armsein;8330
Armut, Bedürftigkeit;8330
Menge, die man in einem gebeugten Arm tragen kann, Menge, die man mit beiden Armen umfassend tragen kann;9400
sechs Paar Heinzen;9400
Habicht Accipiter gentilis;4220
Roter Milan Milvus milvus;4220
Habicht Accipiter gentilis;4220
Haft, Gefängnis;8300
Häftling, Gefangener;8300
Schulgehilfe, Hilfslehrer;8400
menschliches Hinterteil, Gesäß;5200
dickes, stumpfes Ende eines Eies;4240
Nadelöhr;7545
Dummkopf, blöder Kerl;6111
Backe, Gesäßhälfte;5200
Oberschenkel beim Rind;4010
Gesicht mit überhängenden Wangen;5210
verachtenswerter Mensch;6111
streitsüchtige, klein gewachsene Person;6111
Afteröffnung;5200
dumme, gemeine (männliche) Person;6111
ausdrucksloses, energieloses Gesicht;5210
Windel für einen Säugling;5830
Fußtritt in den Hintern;5530
männliche Person, die zu nichts zu gebrauchen ist;6127
Art und Weise;9200
gutes Benehmen;7020
besondere, bestimmte Sorte von etwas, Spezies;9100
Artillerei, mit schweren Geschützen ausgeüstete Truppe;8500
Arzt;5700
Flachsabfall, der beim Riffeln am Riffelkamm hängen bleibt;7490
dritter Grasschnitt, der spät gemäht wird und beschwerlich zu ernten ist;7430
Raum unter dem Brotbackofen für die Asche;7740
hinter dem Wohnhaus sich befindener Raum für die Lagerung der Asche;7720
Katholik;7130
Aschenbecher;5921
Esche Fraxinus excelsior;3100
Eschenholz;3130
Sack zum Umhängen für Proviant;5910
Weihwasser;8840
Assel, besonders Kellerassel (Porcellio scaber), Mauerassel Oniscus asellus;4600
kleiner Teller;7740
stärkerer Zweig eines Baumes, eines Strauches;3100
Stelle im bearbeiteten Holz, an der ein Ast abzweigte;3100
Axt zum Entasten von Bäumen;7402
Aster Aster;3800
sich verzweigender Ast;3010
Holz von (dicken) Baumästen;3130
Geäst, Gesamtheit der Äste eines Baumes, Busches;3010
das Atmen, die Atmung;5330
ein- und ausgeatmete Luft;5330
(in einem Wurf) kleinstes, im Wachstum zurückbleibendes Ferkel;4113
Nesthäkchen, (mit etwas Abstand) jüngstes Kind in einer Familie;5170
(in einem Wurf) kleinstes, im Wachstum zurückbleibendes Ferkel;4113
zuletzt geschlüpfter Vogel eines Geleges;4200
Nesthäkchen, jüngstes Kind einer Familie;5170
Bauchnabel;5200
(in einem Wurf) kleinstes, im Wachstum zurückbleibendes Ferkel;4113
kleinstes Gänseküken;4240
(in einem Wurf) kleinstes, im Wachstum zurückbleibendes Ferkel;4113
zuletzt geschlüpfter Vogel eines Geleges;4200
Nesthäkchen, jüngstes Kind einer Familie;5170
(in einem Wurf) kleinstes, im Wachstum zurückbleibendes Ferkel;4113
Biss einer Schlange;4400
Ort, an dem sich viele Schlangen aufhalten;4400
Atlas, hochglänzendes Seidengewebe;5931
Seidenband aus Atlas;5934
Kleid aus Atlas;5934
Vater, Papa;7100
dummer männliche Person;6127
Zeugnis;8400
Huflattich Tussilago farfara;3700
Elster Pica pica;4210
Perücke;5936
(durch Rodung entstandene) grasbewachsene Flachhänge und Ebenen;2800
feuchte Wiese;7450
Feier, Festessen nach Beendigung der Heuernte;7310
Jugendliche/Jugendlicher, die/der in der Christenlehre christliche Glaubensinhalte aufsagt;8820
Person, die bei er Heuernte das Heu auf den Wagen reicht;7430
Gabel mit langem Stiel zum Aufladen von Heu, Getreidegarben;7430
das Aufblähen des Verdauungstraktes;5340
Aufgebot, öffentliche Bekanntmachung besonders die beabsichtigte Eheschließung eines Paares;7321
Hocher;5420
Richtfest;7320
Tag des Richtfestes;7320
Platte zum Servieren von Speisen;7740
Augapfel;5410
Auge Sehorgan;5410
Gestenkorn, eitrige Entzündung am Augenlid;5410
Keim an der Kartoffel;3010
Knospe;3010
Fettauge;5911
Loch im Käse;7455
Punkte beim Würfeln, beim Kartenspiel;7380
Abstimmanzeigeröhre;7500
Gerstenkorn am Auge;5410
Augenblick;9600
Augenlid;5410
Augenbraue;5410
Augenwimper;5410
Augenbraue;5200
Wimper;5200
Augenbutter;5410
Augenlid;5410
Augenwimpern;5410
Wimper, Haar am Augenlid;5200
Augenbutter;5410
Augenlid;5200
Augenlid;5410
Brille, Augengläser;5410
Augenlid;5410
Augenbutter;5410
Augenbutter;5410
Wimper, Haar am Augenlid bei Mensch und Tier;4010
Augenbraue;5200
Haken (mit anhängender Kette), der in einen Baumstamm eingeschlagen wird zum Verspannen der Ladung beim Transport;7550
Kette mit (mehreren) Haken zum Verspannen von Baumstämmen beim Transport;7550
Pupille;5410
Augenlid;5410
Augenlid;5410
Pupille;5410
Brille, Augengläser;5410
Sichtloch in der Wollmütze;5936
Pupille;5410
Hordeolum, Entzündung am Augenlid;5700
Hordeolum, Entzündung am Augenlid;5410
Augenbutter;5410
Axt zum Entasten von Bäumen;7402
mit einer nagelbesetzten Querleiste versehene Latte, die am Kopf eines Rindes angebracht das Entkommen aus einer Umzäunung verhindern soll;7450
