lemma;bedeutung;sachgruppe
ab-knippen;im Spiel, bes. im Klickerspiel abnehmen;7370
ab-knopfen;Knospen abbrechen;3010
ab-knöpfen;wie schd. (gegenst.) »abknöpfen;5520
ab-knöpfen;wie schd. (ü) »abknöpfen;6420
ab-knorzen;sich abmühen;5540
ab-knüpfen;durch Binden abteilen;5520
ab-knutschen;in derber Weise liebkosen;6332
ab-kochen;wie schd »abkochen;7780
ab-kochen;/im Freien abkochen (Sprache der Wanderer, Soldaten)/;5520
ab-kolten;aus der Schale lösen;3120
ab-kolten;den Christbaum des Schmuckes entkleiden;7310
ab-kolten;sich entkleiden;5930
ab-kommen;wegkommen, sich entfernen;5532
ab-kommen;aus dem Dienst entlassen, abgesetzt werden;8220
ab-kommen;sich verirren;9500
ab-kommen;außer Brauch kommen;9311
ab-kommen;/losgehen (Schuß), starten/;9500
ab-konterfeien;photographieren;7500
ab-konterfeien;malen;8600
ab-korzeln, -korzen, -kozeln, -kozen;auf dem Rücken tragen;5550
ab-korzeln, -korzen, -kozeln, -kozen;sich müde schleppen;5540
ab-kotteln;durch Tausch abhandeln;7600
ab-kratzen, -krätzen;durch Kratzen entfernen;5520
ab-kratzen, -krätzen;durch Kratzen säubern;5520
ab-kratzen, -krätzen;sich davonmachen, weggehen;5532
ab-kratzen, -krätzen;sterben;5870
ab-kreischen;sich müde schreien;5360
ab-kreischen;wie schd »abkreischen;5360
ab-kreischen;das kochende Öl durch Zugabe eines festen Mittels...läutern;7740
ab-kribbeln;durch Kribbeln...in kleinen Stücken abreißen;5520
ab-kriegen;erhalten, abbekommen;9800
ab-kriegen;losbringen, trennen;5520
ab-krönen;den Christbaum seines Schmuckes entkleiden;7310
ab-krümeln;in Krümchen abreißen;5520
ab-kruppen;mit den Fingern scharrend abreißen, abbrechen;5520
ab-krusten;Kruste abreißen;5520
ab-kühlen;/sich durch Schatten oder Wasser abkühlen/;9800
ab-kühlen;(ü) /ruhig werden/;6300
ab-kühlen;/wetterleuchten/;2100
Ab-kunft;Abstammung;7100
ab-küssen;wie schd »abküssen;6332
ab-lacken;Fleisch mit Lacke übergießen;7565
Ablade-bütte;Bütte, Zuber für die zerstampfte Traubenmasse;7470
Ablade-zuber;Bütte, Zuber für die zerstampfte Traubenmasse;7470
ab-laden;eine Last herabnehmen;5520
ab-laden;durch Herabnehmen der Last ein Gefährt leermachen;7820
ab-laden;sich übergeben (sch);5340
ab-lagern;wie schd »ablagern;7470
ab-laichen;wie schd »ablaichen;4300
ab-lang;von länglicher Gestalt;9211
ab-längen;die passende Länge geben;9211
Ab-laß;Schleuse;2600
Ab-laß;das Ablassen des Weines von der Hefe;7470
Ab-laß;die Nachlassung der Sünden;8830
Ab-laß;Fangspiel, bei dem eines der Kinder die Bezeichnung Ablaß erhält...;7360
Ablaß-balken;??;7470
Ablaß-bohrer;??;7470
ab-lassen;harnen;5340
ab-lassen;/von Faß zu Faß mit Schlauch umfüllen/;7470
ab-lassen;entrahmen;7455
ab-lassen;/den Weiher entleeren/;7900
ab-lassen;/einem etwas überlassen, worauf man selbst Anspruch hätte/;6420
ab-lassen;nachlassen an der Abgabe der Schuld;7600
ab-lassen;sich von einem, von etwas trennen...;6460
Ablaß-geld;??;8220
Ablaß-graben;Entwässerungsgraben;7900
Ablaß-kranen;??;7470
ab-lauern;abhorchen, ohne gesehen zu werden;5420
ab-lauern;auf jemand warten;6450
Ab-lauf;Abfluß;7900
Ab-lauf;...Hilfsmittel, die dem Ablaufen dienen;7900
Ab-lauf;/Gestell zum Abrinnen des gespülten Küchengeschirrs/;7740
Ab-lauf;...Brett auf dem die Körner vom Mahltrichter zum Mühlstein gleiten;7580
Ablauf-brett;...Brett auf dem die Körner vom Mahltrichter zum Mühlstein gleiten;7580
ab-laufen;abfließen;7900
ab-laufen;zu Ende gehen;9314
ab-laufen;die Gültigkeit verlieren;8300
ab-laufen;starten lassen;5530
ab-laufen;scheltend abfertigen;6333
ab-laufen;einen Weg, eine Strecke zurücklegen;5530
ab-laufen;durch Laufen abnützen;5937
ab-laufen;seinen Ungestüm ablegen;6200
ab-laufen;einem zuvorkommen, einen Vorteil über ihn gewinnen;6420
Ab-läufer;...Brett, auf dem die Körner vom Mahltrichter zum Mühlstein gleiten;7580
Ablauf-graben;Entwässerungsgraben;7900
ab-laugen;durch Lauge entfernen;7520
ab-lausen;im Spiel einem etwas abgewinnen;7370
ab-laustern;ablauschen, abhorchen;5420
ab-leben;wie schd »ableben;5870
ab-lecken;durch Lecken entfernen;5360
ab-lecken;abküssen;6332
ab-ledern;verhauen;5521
ab-leeren;/einen Baum, bes. Christbaum, leer machen, plündern/;7310
ab-legen;wie schd »ablegen;6420
ab-legen;vergüten;5521
Ab-leger;aus Stock- oder Wurzelausschlag hervorgezogene Pflanze;7550
Ab-leger;/eingegrabener Zweig eines Rebstocks zum Füllen von Fehlstelle/;7470
Ab-leger;/vom Mutterstock abgetrennter, neu gepflanzter Zweig des Blumenstocks/;7480
Ab-leger;/durch Teilen des Muttervolks gewonnener Kunstschwarm bei Bienen/;7460
Ab-legung;Zurückzahlung eines aufgenommenen Kapitals;7600
ab-leichen;abtrocknen (Wäsche);7770
ab-leiten;zum Abfließen bringen;7900
ab-leitern;die Ernteleitern durch die Kastenbretter oder...gewöhnl. Leitern ersetzen;7402
ab-lenken;wie schd »ablenken;9500
ab-lesen;einzeln herunternhemen;5520
ab-lesen;Beerenfrüchte abernten;7480
ab-lesen;Gedrucktes oder Geschriebenes vom Blatt ablesen;8400
ab-lesen;zerlesen;9200
ab-lesen;aus Anzeichen erkennen;6210
ab-lesen;schließen, urteilen;6250
ab-leugeln;ableugnen;6440
ab-liefern;wie schd »abliefern;6420
ab-löckeln;ablocken, abschwatzen;6410
ab-locken;wie schd »ablocken;6410
ab-lockern, -löckern;wie schd »ablockern, ablöckern;6410
ab-löschen;mit etwas Saugfähigem, z.B. Löschblatt, entfernen;8400
ab-löschen;gebrannten Kalk durch Übergießen mit Wasser auflösen;7510
ab-lösen;wie schd »ablösen;6430
ab-lösen;Zahlungsverpflichtung auf andere Weise vergelten;7600
ab-lötzeln;im Spiel abgewinnen, ablocken;7370
ab-lotzen;auf schlaue Weise abgewinnen, ablocken;6430
ab-luchsen;durch schlaue Überredung oder schlaues Spiel an sich bringen;6430
ab-luchsen;heimlich lauernd absehen;5410
ab-lümpeln;im Spiel abgewinnen, vorteilhaft abhandeln;7370
ab-lumpen;abgewinnen;6430
ab-lutschen;absaugen;5360
ab-machen;wegmachen, entfernen;5520
ab-machen;mit der Sense, mit der Mähmaschine abmähen;7430
ab-machen;amputieren;5700
ab-machen;die Früchte eines Baumes bis auf den letzten abpflücken;3120
ab-machen;(eine Sache) gütlich erledigen;6440
ab-machen;eine Vereinbarung treffen;6440
ab-machen;quitt sein;9300
ab-machen;außer Spiel setzen;7370
ab-machen;sich entfernen;5532
ab-machen;erschöpft sein;5600
ab-machen;im Sterben liegen;5870
ab-machen;Bankerott machen;7600
ab-machen;unbrauchbar werden;9800
Ab-machen, -machens;ein Klickerspiel;7370
Ab-machen, -machens;Getreideschnitt;7440
Abmachen-patschens;ein Klickerspiel;7370
ab-magern;wie schd »abmagern;5220
ab-mähen;wie schd »abmähen;7430
ab-makaiemen;durchprügeln;5521
ab-malen;abmalen, abzeichnen;7500
ab-malen;photographieren;7500
ab-malen;langsam, buchstabenweise abschreiben;8400
ab-märkeln;abmarkten, durch Feilschen einen niedrigeren Preis erzielen;7600
ab-mausen;/verlieren (im Spiel)/;7390
ab-meißeln;wie schd »abmeißeln;7500
ab-meißeln;verprügeln;5521
ab-meizeln, -meizern;sich abmühen;5540
ab-melden;wie schd »abmelden;8230
ab-melken;/keine Milch mehr geben/;7455
ab-melken;(ü) /bis zum letzten ausnutzen (körperl. Kräfte, finanz. Mittel/;5540
ab-melkig;im Milchen nachlassend;7455
ab-mergeln;sich abquälen;5540
ab-merken;bemerken;6210
ab-messen;wie schd »abmessen;9330
ab-mucken;ausschelten, tüchtig die Meinung sagen;6333
ab-murksen;...roh hinschlachten, ...heimlich umbringen;5870
ab-murksen;sich abmühen;5540
ab-nagen;wie schd »abnagen;5360
ab-nähen;hinter eine bereits vorhandene Naht eine zweite setzen;5520
Ab-näher;das Abgenähte;5930
Abnehm-bild;Photographie;7500
ab-nehmen;herunternehmen, wegnehmen;5520
ab-nehmen;...Halmfrucht hinter dem Mäher wegnehmen und...ausbreiten;7440
ab-nehmen;beim Heuabladen das Heu von der Gabel nehmen;7430
ab-nehmen;die Zahl der Maschen durch Zusammenfassung...vermindern;7780
ab-nehmen;von den Händen des Mitspielenden auf die eigenen Hände nehmen;7360
ab-nehmen;photographieren;7500
ab-nehmen;von einer Last befreien;9311
ab-nehmen;abverlangen;7620
ab-nehmen;abkaufen;7620
ab-nehmen;wegnehmen;5520
ab-nehmen;amputieren;5700
ab-nehmen;folgern, schließen...;6250
ab-nehmen;an Gewicht abnehmen;5220
ab-nehmen;nachlassen, geringer werden;9300
ab-nehmen;wie schd »abnehmen;2100
ab-nehmen;wie schd »abnehmen;2500
Ab-nehmen, -nehmens;...rasch zunehmende Abmagerung und Entkräftung des Körpers;5700
Ab-nehmen, -nehmens;Fingerspiel mit der Kordel...;7360
Abnehmen-, Abnehmer-, Abnehm-kraut;Kraut gegen das Abnehmen;3700
Ab-nehmer;Käufer einer Ware;7600
Ab-nehmer;/Person, die beim Abladen das Heu von der Gabel entgegennimmt/;7450
Ab-nehmer;Photograph;7500
ab-nützen;wie schd »abnützen;9800
Ab-ort;wie schd »Abort;7720
Abort-brille;wie schd »Abortbrille;7730
Abort-bürste;wie schd »Abortbürste;7730
Abort-deckel;wie schd »Abortdeckel;7730
Abort-loch;wie schd »Abortloch;7720
Abort-tür;wie schd »Aborttür;7720
ab-packen;in Pakete packen;5520
ab-pappeln;abschwatzen;5360
ab-passen;etwas passend machen, einpassen;9210
ab-passen;abwarten;6450
ab-patscheln;abschwatzen;5360
ab-pfählen;mit Pfählen abstecken;7420
ab-pfeifen;durch Pfeifen ein Zeichen geben;5360
ab-pfeifen;(ü) ein Ende haben;9314
ab-pfetzen;durch Pfetzen (Zwicken) abtrennen;5520
ab-pflücken;ablösen, kratzend entfernen;5520
ab-pinseln;(beim Backen) pinselnd mit Wasser bestreichen;7560
ab-pitschen;in kleinen Teilen, also einzeln abgewinnen;7370
ab-placken;in Placken (Streifen) abziehen, abschälen;7480
ab-placken;sich in lästiger Weise plagen;5540
ab-plagen;wie schd »abplagen;5540
ab-plätschen;mit der Plätsche plattschlagen;7400
ab-plaudern;abschwatzen;5360
ab-prallen, -prellen;wie schd »abprallen, abprellen;7360
ab-prallen, -prellen;übel ankommen;6440
ab-pritschen;einem mit der Pritsche (Schlaggerät, Rute) auf das Gesäß schlagen;5521
ab-pritschen;abgewinnen;7370
ab-protzen;cacare (Soldatenspr.);5340
ab-puffen;abstoßen, abziehen (Lederbearb.);7540
ab-bumpen;eine Flüssigkeit durch Pumpen entfernen;7900
Ab-putz, -putzel;Gemüseabfälle;7780
ab-putzen;wischend, bürstend reinigen;5520
ab-putzen;ausschelten, tadeln, scharf abfertigen;6333
ab-putzen;Putz (Schmuck) entfernen;7310
Ab-putzer;Tadel;6333
Ab-putzicht, -pützicht;Gemüseabfälle;7780
Abputz-lumpen;Staubtuch;7780
Abputz-tuch;Staubtuch;7780
ab-quälen;wie schd »abquälen;5540
ab-quetschen;durch Quetschen ...abtrennen;5520
ab-quittieren;wie schd »abquittieren;7600
ab-rabellen;sich abmühen;5540
ab-rackern;sich abschinden;5540
ab-racksen;sich abschinden;5540
ab-raffen;beigehauenes Getreide zu Glecken zusammenraffen;7430
Abraham;der biblische Erzvater;8820
Abraham;jüdischer Vorname;7110
Abrahams-bäume;Wolkengewirr am Himmel (W);2100
Abrahams-kuh;(sch) Ziege;4115
ab-rahmen;den Rahm von der Milch abschöpfen;7455
ab-rahmen;übers Ohr hauen;6510
ab-rahmen;verhauen;5521
ab-rammeln;verhauen;5521
ab-rappen;die Beeren von den Rappen (Trauben) abpflücken;7470
ab-rasen;sich überanstrengen;5540
ab-rasen;/sich abregen/;6300
ab-rasieren;wie schd »abrasieren;5940
ab-raspeln;mit der Raspel ebnen;7500
ab-raten;widerraten;6440
ab-ratzen;abreißen (Haut);5220
ab-ratzen;sich abmühen, abhetzen;5540
ab-raumen, -räumen;wegräumen;7780
ab-recheln, -rechen;mit dem Rechen abkämmen (Heufuhre);7403
ab-recheln, -rechen;...mit dem Rechen auseinanderstreuen (Wiese);7450
ab-recheln, -rechnen;(einen Betrag) abziehen;7600
ab-recheln, -rechnen;Schuld gegen Schuld...aufrechnen und durch Zahlung begleichen;7600
ab-recheln, -rechnen;zur Rechenschaft ziehen (ü);6510
Ab-rechnung;wie schd »Abrechnung;7600
Ab-rechsel;das vom Wagen abgerechte Heu;7450
Ab-rechzicht;das vom Wagen abgerechte Heu;7450
Ab-rede;wie schd »Abrede;6440
ab-reden;vereinbaren, Absprache treffen;6440
Ab-redsel;/beim Reden (Sieben) abgeschiedene Verunreinigungen des Getreides/;7440
ab-regen;nach einer Aufregung ruhig werden;6310
ab-regnen;zu Ende regnen;2200
ab-reiben;durch Reiben entfernen;5520
ab-reiben;durch Reiben abnützen;9800
ab-reiben;scheuern;7780
ab-reiben;trockenreiben;7450
ab-reiben;glattreiben;7510
ab-reiben;durchhauen;5521
Abreib-lumpen;Staubtuch;7780
Abreib-tuch;Staubtuch;7780
Ab-reibung;wie schd »Abreibung;5700
Ab-reibung;verhauen;5521
ab-reifeln;abfahren;7850
Ab-reise;wie schd »Abreise;7850
ab-reisen;wie schd »abreisen;7850
ab-reißen;mit Gewalt vom...größeren Teil...trennen;9300
ab-reißen;durch Ableiten entreißen;7900
ab-reißen;mit Schlichtern (Stäben) abstecken;7470
ab-reißen;durch Reißen (Brechen) sich abtrennen;9300
ab-reißen;ein Ende haben;9600
ab-reißen;in Wut geraten;6320
ab-reißen;in zerschlissener schadhafter Kleidung;5932
Abreiß-kalender;wie schd »Abreißkalender;9600
ab-reiteln;verhauen;5521
ab-reiten;wegfliegen;4210
ab-rennen;durch Rennen abstoßen, abreißen, beschädigen;5530
ab-rennen;durch Rennen ermüden;5600
ab-ribbeln;durch Ribbeln...Verunreinigungen (bes. auf der Haut) entfernen;5520
ab-richten;dressieren;4110
ab-richten;Gesteinsstücke zu Pflastersteinen...zurechtschlagen;7500
ab-richten;andere Richtung geben, ableiten;7900
Ab-richter;Arbeiter, der im Hartsteinbruch Pflastersteine abrichtet;7500
Ab-richter;militärischer Ausbilder;8500
ab-rieseln;vorzeitig abfallen (Frucht);3010
ab-rinden;entrinden;7550
ab-rinnen;abfließen;2200
Ab-riß;das Abbrechen eines Gebäudes;7710
Ab-riß;Umrißzeichnung;7500
ab-rollen;abwinden;5520
ab-rücken;weggehen, sich entfernen;5532
ab-rücken;abmarschieren;8500
Ab-ruf;/Kauf...auf Abruf/ (W);7600
ab-rufen;/Abfahren! rufen/;7830
ab-rufen;anfordern (Ware);7600
ab-rüffeln;derb ausschelten;6333
ab-ruhen;sich ausruhen;5600
ab-rühren;Eigelb einquirlen;7740
ab-runden;rund machen;9220
ab-runden;durch ein Gewürz schmackhaft machen;7740
ab-runden;wie schd »abrunden;7600
ab-rupfen;abreißen;5520
ab-rupfen;abpflücken;7480
ab-rüsten;die Ernteleitern herabnehmen und den Wagenkasten aufsetzen;7403
ab-rütschen;abgleiten;5550
ab-rütschen;durch Rutschen abnutzen;9800
ab-säbeln;mit einem stumpfen Messer ungeschickt abschneiden;5520
ab-säckeln;aus dem Sack locken, abgewinnen;7390
ab-sacken;in Säcke füllen;7440
ab-sacken;absinken;9500
Ab-sage;Ablehnung;6440
ab-sagen;widerrufen;6460
ab-sagen;ablehnen, verweigern;6440
ab-sagen;entsagen;6460
ab-sägen;mittels einer Säge abschneiden;7520
ab-sägen;/um eine Stellung, ein Amt bringen/;6460
Ab-saß;Böschung zwischen zwei Äckern;2800
Ab-satz;der Absatz am Schuh;5937
Ab-satz;Absatz an der Treppe...;7720
Ab-satz;Stufe zwischen zwei Äckern;7420
Ab-satz;Platz, auf dem beim Kinderspiel nicht geschlagen werden darf;7360
Ab-satz;Abschnitt in einem Text...einem Tun;8400
Ab-satz;Abgang der Ware beim Verkauf;7600
Absatz-nagel;wie schd »Absatznagel;5937
ab-saufen;oben heruntersaufen;5920
ab-saufen;sich zu Tode saufen;5870
ab-saufen;im Wasser untergehen;9500
ab-saufen;entwöhnt des Saufens;7450
äbsch;von der Sonne abgewendet;2800
äbsch;verkehrt, umgewendet (gegenst);5930
äbsch;(RA) seine Zahlungsunfähigkeit erklären;7600
äbsch;links;9500
äbsch;windschief;9220
äbsch;linkisch, ungeschickt, unbeholfen;5230
äbsch;unbrauchbar;9240
äbsch;verkehrt, sonderbar, anormal, halbverrückt;6270
äbsch;unfreundlich, ungefällig;6330
ab-schaben;mit einem scharfen Gerät...abreiben, abkratzen;7780
ab-schaben;abnützen;9240
ab-schachern;abhandeln;7600
ab-schaffen;...aus dem Dienst entlassen, fortschicken;7010
ab-schaffen;sich entfernen (W);5532
ab-schaffen;weggeben (Tiere, Gegenstände);9800
ab-schaffen;aufgeben;6460
ab-schaffen;sich abmühen, abquälen;5540
ab-schäken;schief treten;5937
ab-schäken;abnützen;5932
ab-schälen;Schale oder Schalenähnliches ablösen;5520
ab-schapieren;entwischen, davonlaufen;5532
ab-scharen;mit der Schere abschneiden;4114
ab-schärfen;durch Abfeilen...scharf machen;7500
ab-schärren;...Heu von der Fuhre abrechen;7403
ab-schäsen;/mit dem Wagen durchgehen/;7403
ab-schassen;fortjagen;6333
ab-schassen;photographieren;7500
ab-schassen;davonlaufen, sich schnell entfernen;5532
ab-schatten;photographieren;7500
Ab-schatter;Photograph;7500
ab-schätzen;taxieren;9330
Ab-schaum;(W) der schlechteste aller Menschen;6510
ab-schaumen, -schäumen;den Schaum (von Milch, Butter usw.) abschöpfen;7455
ab-scheiden;Abschied nehmen, weggehen;8210
Abscheiß-weichen;Diarrhoe;5340
ab-scheren;mit der Schere abschneiden;5940
ab-scheren;abgewinnen;7370
ab-scheren;verhauen;5521
Ab-scheu;wie schd »Abscheu;6320
ab-scheuern;wie schd »abscheuern;9800
ab-scheulich;Abscheu erweckend, scheußlich;6320
ab-scheulich;sehr (das Unangenehme steigernd);9300
äbsch-herum;mit der Innenseite nach außen;5932
ab-schicken;mit der Post oder der Bahn absenden;7840
ab-schicken;fortschicken, entlassen;7010
ab-schicken;abweisen;6440
ab-schieben;fortgehen, sich entfernen;5532
ab-schieben;sterben;5870
Ab-schied;wie schd »Abschied;9800
Ab-schied;Entlassung aus dem Dienst;7010
Abschieds-essen;wie schd »Abschiedsessen;5910
Abschieds-gruß;wie schd »Abschiedsgruß;6330
Abschieds-ims;wie schd »Abschiedsims;5910
Abschieds-predigt;wie schd »Abschiedspredigt;8840
Abschieds-rede;wie schd »Abschiedsrede;7200
Abschieds-schoppen;/zum Abschied am Kirchweihtag getrunkener Schoppen/;7311
ab-schiefern;in dünner Schicht abziehen;5520
ab-schießen;Schußwaffe abdrücken;8500
ab-schießen;herabschießen;8500
ab-schießen;einen (Wein) trinken;5920
ab-schießen;das beste Ergebnis erzielen;6430
ab-schießen;durch Schießen zerstören;9300
ab-schießen;ausbleichen;5930
Ab-schießen, -schießelns, -schießens;ein Klickerspiel;7370
ab-schinden;die fette Haut der Gans abschälen;7780
ab-schinden;/die Haut abschürfen/;5220
ab-schinden;sich abplagen;5540
ab-schirren;vom Zuggeschirr befreien;7403
ab-schirren;(von einem Amt) absetzen;7010
ab-schlachten;notschlachten;7565
Ab-schlag;/Wehr zur Wasserableitung auf Wiese/;7900
Ab-schlag;Ablaufrinne;7900
Ab-schlag;obere Etage beim Rotten im Wingert;7470
Ab-schlag;Senkung des Preises;7620
Ab-schlag;was abgerechnet...werden soll;7620
ab-schlägeln;mit...größter Kraft abmähen;7450
ab-schlagen;etwas herunterschlagen;5520
ab-schlagen;etwas auseinandernehmen, um es fortzuschaffen;9800
ab-schlagen;unter großer Kraftanwendung...abmähen;7450
ab-schlagen;den Bach ableiten;2600
ab-schlagen;austreiben;7450
ab-schlagen;verweigern;6460
ab-schlagen;verhauen;5521
ab-schlagen;durch Schlagen entfernen;9311
ab-schlagen;abweisen;6440
ab-schlagen;sich schnell entfernen;5532
ab-schlagen;/durch Läuten Abfahrt signalisieren/;7830
ab-schlagen;im Preis fallen;7620
ab-schlägig, -schläglich;verweigernd, ablehnend;6440
ab-schlägig, -schläglich;auf Abschlagszahlung;7620
Abschlags-zahlung;wie schd »Abschlagszahlung;7620
ab-schlappen;durch ...latschendes Gehen die Schuhsohlen abnutzen;5937
ab-schlappsen, -schläppsen;durch ...latschendes Gehen die Schuhsohlen abnutzen;5937
ab-schlarpsen;(Sohlen) abnützen;5937
ab-schlauchen;mit Schläuchen vom Wagen in den Keller befördern;7470
ab-schlecken;ablecken;5360
ab-schlecken;küssen;6332
ab-schleifen;Scharten durch Schleifen beseitigen;7530
ab-schleifen;Schliff beibringen;8500
ab-schleifen;am Boden schleifend abschleppen;7800
ab-schleifen;mit...Egge die Maulwurfshügel auseinanderscharren;7420
Ab-schleimen;Diarrhöe;5340
ab-schleizen;durch Schleizen (Abstreifen) entfernen;5520
ab-schlenkern;ab-schütteln;5550
ab-schleppen;etwas durch Schleppen fortschaffen;7800
ab-schleppen;durch Schleppen sich ermüden;5540
ab-schlichten;die Wingertreihe mit Schlichtern (Stäben) abstecken;7470
ab-schliefern;in Schliefern (Splittern) sich ablösen;9311
ab-schließen;mit dem Schlüssel absperren;7700
ab-schließen;rechtskräftig machen;8300
