bedeutung;sachgruppe
wie schd »Abrechnung;7600
das vom Wagen abgerechte Heu;7450
das vom Wagen abgerechte Heu;7450
wie schd »Abrede;6440
vereinbaren, Absprache treffen;6440
/beim Reden (Sieben) abgeschiedene Verunreinigungen des Getreides/;7440
nach einer Aufregung ruhig werden;6310
zu Ende regnen;2200
durch Reiben entfernen;5520
durch Reiben abnützen;9800
scheuern;7780
trockenreiben;7450
glattreiben;7510
durchhauen;5521
Staubtuch;7780
Staubtuch;7780
wie schd »Abreibung;5700
verhauen;5521
abfahren;7850
wie schd »Abreise;7850
wie schd »abreisen;7850
mit Gewalt vom...größeren Teil...trennen;9300
durch Ableiten entreißen;7900
mit Schlichtern (Stäben) abstecken;7470
durch Reißen (Brechen) sich abtrennen;9300
ein Ende haben;9600
in Wut geraten;6320
in zerschlissener schadhafter Kleidung;5932
wie schd »Abreißkalender;9600
verhauen;5521
wegfliegen;4210
durch Rennen abstoßen, abreißen, beschädigen;5530
durch Rennen ermüden;5600
durch Ribbeln...Verunreinigungen (bes. auf der Haut) entfernen;5520
dressieren;4110
Gesteinsstücke zu Pflastersteinen...zurechtschlagen;7500
andere Richtung geben, ableiten;7900
Arbeiter, der im Hartsteinbruch Pflastersteine abrichtet;7500
militärischer Ausbilder;8500
vorzeitig abfallen (Frucht);3010
entrinden;7550
abfließen;2200
das Abbrechen eines Gebäudes;7710
Umrißzeichnung;7500
abwinden;5520
weggehen, sich entfernen;5532
abmarschieren;8500
/Kauf...auf Abruf/ (W);7600
/Abfahren! rufen/;7830
anfordern (Ware);7600
derb ausschelten;6333
sich ausruhen;5600
Eigelb einquirlen;7740
rund machen;9220
durch ein Gewürz schmackhaft machen;7740
wie schd »abrunden;7600
abreißen;5520
abpflücken;7480
die Ernteleitern herabnehmen und den Wagenkasten aufsetzen;7403
abgleiten;5550
durch Rutschen abnutzen;9800
mit einem stumpfen Messer ungeschickt abschneiden;5520
aus dem Sack locken, abgewinnen;7390
in Säcke füllen;7440
absinken;9500
Ablehnung;6440
widerrufen;6460
ablehnen, verweigern;6440
entsagen;6460
mittels einer Säge abschneiden;7520
/um eine Stellung, ein Amt bringen/;6460
Böschung zwischen zwei Äckern;2800
der Absatz am Schuh;5937
Absatz an der Treppe...;7720
Stufe zwischen zwei Äckern;7420
Platz, auf dem beim Kinderspiel nicht geschlagen werden darf;7360
Abschnitt in einem Text...einem Tun;8400
Abgang der Ware beim Verkauf;7600
wie schd »Absatznagel;5937
oben heruntersaufen;5920
sich zu Tode saufen;5870
im Wasser untergehen;9500
entwöhnt des Saufens;7450
von der Sonne abgewendet;2800
verkehrt, umgewendet (gegenst);5930
(RA) seine Zahlungsunfähigkeit erklären;7600
links;9500
windschief;9220
linkisch, ungeschickt, unbeholfen;5230
unbrauchbar;9240
verkehrt, sonderbar, anormal, halbverrückt;6270
unfreundlich, ungefällig;6330
mit einem scharfen Gerät...abreiben, abkratzen;7780
abnützen;9240
abhandeln;7600
...aus dem Dienst entlassen, fortschicken;7010
sich entfernen (W);5532
weggeben (Tiere, Gegenstände);9800
aufgeben;6460
sich abmühen, abquälen;5540
schief treten;5937
abnützen;5932
Schale oder Schalenähnliches ablösen;5520
entwischen, davonlaufen;5532
mit der Schere abschneiden;4114
durch Abfeilen...scharf machen;7500
...Heu von der Fuhre abrechen;7403
/mit dem Wagen durchgehen/;7403
fortjagen;6333
photographieren;7500
davonlaufen, sich schnell entfernen;5532
photographieren;7500
Photograph;7500
taxieren;9330
(W) der schlechteste aller Menschen;6510
den Schaum (von Milch, Butter usw.) abschöpfen;7455
Abschied nehmen, weggehen;8210
Diarrhoe;5340
mit der Schere abschneiden;5940
abgewinnen;7370
verhauen;5521
wie schd »Abscheu;6320
wie schd »abscheuern;9800
Abscheu erweckend, scheußlich;6320
sehr (das Unangenehme steigernd);9300
mit der Innenseite nach außen;5932
mit der Post oder der Bahn absenden;7840
fortschicken, entlassen;7010
abweisen;6440
fortgehen, sich entfernen;5532
sterben;5870
wie schd »Abschied;9800
Entlassung aus dem Dienst;7010
wie schd »Abschiedsessen;5910
wie schd »Abschiedsgruß;6330
wie schd »Abschiedsims;5910
wie schd »Abschiedspredigt;8840
wie schd »Abschiedsrede;7200
/zum Abschied am Kirchweihtag getrunkener Schoppen/;7311
in dünner Schicht abziehen;5520
Schußwaffe abdrücken;8500
herabschießen;8500
einen (Wein) trinken;5920
das beste Ergebnis erzielen;6430
durch Schießen zerstören;9300
ausbleichen;5930
ein Klickerspiel;7370
die fette Haut der Gans abschälen;7780
/die Haut abschürfen/;5220
sich abplagen;5540
vom Zuggeschirr befreien;7403
(von einem Amt) absetzen;7010
notschlachten;7565
/Wehr zur Wasserableitung auf Wiese/;7900
Ablaufrinne;7900
obere Etage beim Rotten im Wingert;7470
Senkung des Preises;7620
was abgerechnet...werden soll;7620
mit...größter Kraft abmähen;7450
etwas herunterschlagen;5520
etwas auseinandernehmen, um es fortzuschaffen;9800
unter großer Kraftanwendung...abmähen;7450
den Bach ableiten;2600
austreiben;7450
verweigern;6460
verhauen;5521
durch Schlagen entfernen;9311
abweisen;6440
sich schnell entfernen;5532
/durch Läuten Abfahrt signalisieren/;7830
im Preis fallen;7620
verweigernd, ablehnend;6440
auf Abschlagszahlung;7620
wie schd »Abschlagszahlung;7620
durch ...latschendes Gehen die Schuhsohlen abnutzen;5937
durch ...latschendes Gehen die Schuhsohlen abnutzen;5937
(Sohlen) abnützen;5937
mit Schläuchen vom Wagen in den Keller befördern;7470
ablecken;5360
küssen;6332
Scharten durch Schleifen beseitigen;7530
Schliff beibringen;8500
am Boden schleifend abschleppen;7800
mit...Egge die Maulwurfshügel auseinanderscharren;7420
Diarrhöe;5340
durch Schleizen (Abstreifen) entfernen;5520
ab-schütteln;5550
etwas durch Schleppen fortschaffen;7800
durch Schleppen sich ermüden;5540
die Wingertreihe mit Schlichtern (Stäben) abstecken;7470
in Schliefern (Splittern) sich ablösen;9311
mit dem Schlüssel absperren;7700
rechtskräftig machen;8300
durch unbeholfenes Gehen abnützen;5937
zu Ende stricken;7780
durch schlurfendes Gehen die Sohlen abnützen;5937
durch schlurfendes Gehen die Sohlen abnützen;5937
geräuschvoll aus einem übervollen Gefäß abtrinken;5360
durch...schlurfendes Gehen abnützen;5937
Wohnungstür;7700
kosten, ob etwas genügend gewürzt ist;7740
herausschmecken;5440
/ein Gericht schmälzen/;7780
heftig und geräuschvoll abküssen;6332
mit einem Knüppel abwerfen (Obst);3120
den Baum beschneiden;7480
die Karten ablegen;7380
Hausübungen abschreiben;8400
tüchtig prügeln;5521
durch Schmusen (Schönreden) abplaudern, abhandeln;6410
durch Öffnen der Schnallen abnehmen;9311
den Rahm von der Milch...abschütten;7455
durch umkippen entladen (Wagen);7403
wegschnappen, wegnehmen;9311
sterben;5870
schnell weglaufen;5532
barsch, herrisch abweisen;6333
wie schd »abschneiden;9311
ein Ende setzen (ü);9314
einem durch Bezahlen seiner Schuld...helfen;7600
Erfolg (Mißerfolg) haben;6430
mit untergelegtem Daumen fortschleudern;9311
verprügeln;5521
in kleinen Stücken ruckartig abschneiden;9311
Abschnitt des Buches;8400
Abschnitt vom Brot, Fleisch, Holz u. dgl.;9311
...in dünnen Stücken abschneiden;9311
schnell und laut ablaufen;9600
schöpfend entfernen;9311
/das Beste vorwegnehmen/ (RA);6430
/verhauen/;5521
/Oberschicht der entrahmten Sauermilch/;7455
abscheren;4114
Ablauf für die kleinen Körner...;7580
abschrägen;9220
abschaben;5520
losschrauben;9311
wie schd »abschrecken;6320
/etwas Heißes (Kaltes) plötzlich abkühlen (anwärmen)/;9230
eine Vorlage schreibend kopieren;8400
durch Schreiben abnützen;9800
von einem bestimmten Betrag. von einem Besitz abziehen;7600
eine schriftliche Absage erteilen;6440
Abschreibarbeit;8400
schreitend abmessen;9340
mit der Schrotleiter abladen;7400
schrubbend entfernen;9311
fortjagen;6333
sich eilig entfernen;5532
mit Schaufel...durch kurze rasche Stöße in dünner Schichtablösen;9311
/durch kurze Hiebe abhauen (Gras)/;7450
/den Schulternagel...am Pflug so stecken, daß dieser schmäler greift/;7404
wie schd »abschuppen;7780
durch Reiben verletzen;5700
davonjagen;6333
Abhang;2800
wie schd »abschütteln;9311
abgießen;5520
harnen;5340
/Aufhören des Schwärmens/;7460
Schwarte vom Speck abschneiden;7565
tüchtig durchhauen;5521
durch Schwefeldampf (nach der Tracht) töten;7460
zum Schweigen bringen, beruhigen;6430
mit (reinem) Wasser abspülen;7780
beim Gehen die Richtung ändern;9500
von einer politischen...Richtung abgehen (ü);6460
herunterhauen;5521
durch Schwindeln abgewinnen;6540
durch einen Schwur etwas in Abrede stellen;8300
durch einen Schwur einem bösen Tun...entsagen;6500
mit einem stumpfen Messer ungeschickt abschneiden;9311
sich aus dem Staube machen;5532
sterben;5870
etwas an den Augen absehen (W);6410
auf einen, etwas abzielen;6430
etwas nicht in Betracht ziehen;6440
durch...das Sieb gießen...;9311
Seim (Dickflüssiges) entfernen;9311
Seitenraum der Kirche;8830
wie schd »abseits;9500
mit der Post oder der Bahn absenden;7840
wie schd »Absender;7840
mit dem Senkel die senkrechte Richtung feststellen;7510
durchhauen;5521
/von herabhängenden Zweigen: Wurzel fassen/;3020
Pflanze, die sich aus abgesenkten Zweigen entwickelt;3000
hinsiechen, nach und nach absterben;5870
hinsiechen, nach und nach absterben;5870
entlassen (W);7010
niederstellen;9300
verkaufen;7600
einen Absatz bilden (räumlich);9500
einen Absatz bilden (zeitlich), durch Unterbrechen einer Tätigkeit;9600
niedrig halten (Weinstock);7470
Abziehen (von Geldbeträgen);8220
des Amtes entheben;7010
sich niederschlagen, Bodensatz bilden;9230
/auf Körperform bezogen/;5210
Es gibt Hiebe (W);5521
Spannsäge..., die zum Absetzen dient;7520
kleines Gras mit der Sichel abmähen...;7450
wie schd »Absicht;6410
wie schd »absichtlich;6410
wie schd »absieben;9311
wie schd »absitzen;8300
prügeln;5521
durchaus, unbedingt;9240
durchaus, unbedingt;9240
in der Beichte lossprechen;8840
seltsam;6270
besonders, zumal;9320
wie schd »absondern;9311
wie schd »abspalten;9311
vom Gefährt losspannen;7403
durch gespanntes Schauen absehen, um es nachzumachen;5410
ermüdet;5600
abspenstig machen;9311
abspenstig;9311
am Essen sparen (W);5910
vom Rückenspeck ablösen;7565
prügeln;5521
mit wenig abfertigen (ü);6333
wie schd »abspenstig;9311
durch eine Sperre unpassierbar machen;7800
mit dem Schlüssel abschließen;7700
in der Schule heimlich abschauen;8400
in der Schule heimlich abschauen;8400
mit Speck durchziehen;7780
sich ereignen;6430
mit der Heugabel abladen;7400
(lauernd?) abschauen;8400
von einem Holzklotz mit dem Beil Späne abhauen;7520
sich in Art eines Splitters ablösen;9311
Verabredung, Übereinkunft;6440
eine Vereinbarung treffen;6440
aberkennen;6440
mit einem Balken stützen;7500
abstützen;7500
berstend wegspringen;9311
herabspringen;5530
sich müde springen...;5600
wie schd »abspritzen;9311
sich eilig entfernen;5532
durch Spritzen reinigen;9800
wie schd »abspulen;7545
wie schd »abstammen;5350
sich müde stampfen;5530
Entfernung;9311
sich von etwas fernhalten;9311
ganz matt, erschöpft;5600
wie schd »abstatten;6430
von Staub befreien;7780
tüchtig die Meinung sagen;6333
einer, der andere ausnützt;6118
Vollstrecker von Torchancen;7340
Staubtuch;7780
Staubtuch;7780
Staubtuch;7780
durch Stechen abtrennen;9311
durch Stechen töten;7565
eine niedere Karte durch eine höhere schlagen;7380
abmessen;7470
von der Hefe ablassen;7470
überholen;9300
einem nacharten;5350
sich scharf abheben;9300
Torfstecher, der die Torfstreifen absticht;7550
kurze Nebenreise auf einem geplanten Weg;7850
Grenze markieren;9210
Verstellvorrichtung des Vorderpfluges;7404
wegstehen;9311
absteigen;5530
Ansprüche aufgeben;6460
aufhören;9314
...schal, kraftlos werden, absterben;9800
durch langes Stehen ermüden;5600
wegstehlen;8320
durch Balken...stützen;7500
heruntersteigen;5530
einkehren;5920
absteigern;7600
mit Steinen abgrenzen;9210
durch Balken abstützen;7500
niederstellen, beiseitestellen;9800
aus dem Dienst entlassen;7010
ein Gehwerk zum Stehen bringen;9314
Fließendes zum Stehen bringen;9314
...einen erwürgen;5870
beenden (ü);9314
wie schd »abstempeln;7840
mit einer Ziernaht versehen;7545
dem Tode sich nähern;5870
/hinsterben ohne Nachkommen/;5870
/steif werden, vertrocknen (sachl)/;9200
Ablassen einer Flüssigkeit;7470
mit Stickeln (Pfählen) abgrenzen;9210
etwas auf etwas abstimmen...;8730
die Stimme abgeben;6440
wie schd »Abstimmung;6440
abstützen;7500
(vom Stamm) ein Stück absägen;3100
mit Grenzpfählen versehen;9210
durch schwerfälliges Gehen abnutzen;5937
/durch Stolpern abschlagen/;9311
wegstoßen;9311
/Unebenheiten beseitigen/;2800
/verlieren (Zähne)/;5360
mit Verlust schnell verkaufen;7600
/(Schuld) bezahlen/;7600
den Hosensaum abschaben;5932
/Horn abstoßen/;4111
/überanstrengen (Herzbännel) (RA)/;5600
abgewinnen;7390
/zuwider sein/;6320
die Fahrt beginnen (Schiff);7820
...mit Horntönen Begleitung spielen;8710
sich abmühen;5540
gehörig mit Schlägen strafen;5521
sich...abmühen;5540
durch starke Beanspruchung abnutzen;9240
abmühen;5540
abgewinnen;7390
durch Balken...stützen;7500
durch Streichen entfernen;9311
durch Streichen abnutzen;9240
abziehen;9330
beim Backen mit Wasser bestreichen;7560
durchhauen;5521
wie schd »abstreifen;9800
ableugnen;6440
abgewinnen;7370
abgewinnen;7370
abkanzeln;6333
abstreifen, enthäuten;9311
eine herunterhauen;5521
stumpf machen;9240
seelisch unempfindlich;6320
durch Stoßen abschlagen;9311
wie schd »abstürzen;9800
sich durch Sturz etwas brechen;5700
abschneiden, kürzen;9311
wie schd »abstützen;7500
sorgfältig, systematisch durchsuchen;6410
absaugen;5360
abschlürfen...;5360
davonrennen;5532
Vorsteher des Klosters;8870
abschätzen;6250
durch Tasten abfühlen...;5450
abtasten;5450
zugedeckte Querrinne im Weg;7900
Wasser mittels Teicheln (Tonröhren)...ableiten;7900
vereinbaren, abmachen;6440
Abteil im Eisenbahnwagen;7830
/2 Schülerjahrgänge, die gemeinsam unterrichtet werden/;8400
schnell davongehen;5532
/durch Aufregung, Arbeit ermüden/;5600
was abgetragen wird;7450
Schaden;9330
den Tisch...abräumen;7780
Erde ...abheben und fortschaffen;2800
Geliehenes zu dem Eigentümer zurücktragen;6430
durch Tragen abnützen;9240
abzahlen;7600
entschädigen, ausgleichen;8300
schaden;9330
nachteilig, schädlich;9240
wie schd »abtreiben;9311
entkräftet;5600
etwas Angenähtes abtrennen;7545
durch Darauftreten abnützen;9200
durch Darauftreten abtrennen;9311
durch Treten (Tritte) bezeichnen, festlegen;9210
überlassen, freiwillig abgeben;9311
wegtreten, sich entfernen;5532
sterben;5870
Most aus der Traubenbütte ablassen;7470
/Obstwein über Traubensecker schütten und abseihen/;7470
von oben wegtrinken;5920
ein Glas Bier oder Wein leeren;5920
Abort;7720
gelbe Mistfliege;4700
Abortsitz;7730
Deckel zum Verschließen des Abtrittloches...;7730
Mistkäfer;4700
Dachwurzel...die ...auf dem Abortdach wächst;3500
Loch im Abort, das in die Grube führt;7730
Klosettbürste;7730
Schimpfw;6111
Aborttüre;7720
wie schd »abtrocknen;9230
durch Trommeln vertreiben;7460
abtropfen;9311
Tuch zum Abtrocknen;7780
abtrocknen;7780
mit dem Löschpapier ablöschen;8400
prügeln;5521
durch...Trudeln (Drehen) abbrechen, abreißen;9311
abgewinnen;7370
tüchtig durchhauen;5521
mit der Axt fällen;7550
(beim Kartenspiel) mit der Trumpfkarte stechen;7380
einen mit schlagenden Worten abtun;6333
sich durch schnelles Arbeiten ermüden;5600
/abnehmen (von)/;9311
im Spiel besiegen;7390
prügeln;5521
töten;5870
beseitigen;9800
/vertun (Geld)/;9330
durch Brauchen vertreiben;5700
vergessen;6230
(einen Fehler...) ablegen;6460
vollbringen;6430
abschaffen, aufheben;9800
/alle Klicker verlieren/ (W);7370
wie schd »abtupfen;5520
wie schd »abundzu;9600
/sicherlich/;1230
gehörig durchhauen;5521
Schuld durch Arbeit abtragen;8300
von einem etwas verlangen;6410
untersuchen;6421
durchprügeln;5521
abwälzen, hinwegwälzen;9311
/ausgehen (Haare)/;5220
durchprügeln;5521
wie schd »abwälzen;9311
abändern;9800
abkanzeln;6333
zu Ende wandern;5530
auf einer Faßleiter hinunterrollen;9800
abwälzen (Schuld);6500
bis zum Eintreffen warten;6450
wie schd »abwärts;9500
/etwas durch Waschen von etwas (Schmutz) befreien/;9311
durch Waschen etwas...entfernen;9311
durch Waschen die Farbe verlieren;9230
Lappen zum Abwaschen von Möbeln, Türen u. dgl.;7780
Wasen (=Rasen) entfernen;2700
das abfließende Schmutzwasser...;7900
abwinken;6440
sterben;5870
wie schd »abwechseln;9800
wie schd »Abwechslung;9800
abwinken;6440
davonlaufen;5532
wie schd (ü) »Abweg;6510
ablehnen;6440
Streit schlichten;6440
verhauen;5521
von einer vorgezeichneten Richtung abgehen;9311
Diarrhöe;5700
wie schd »abweisen;6440
Stein am Ackerrand zum Verhüten des Befahrens;7420
Stein am Ackerrand zum Verhüten des Befahrens;7420
Prellstein neben einer Torsäule;7720
/verwelken/;3020
/Einstellung der Verstellvorrichtung am Vorderpflug/;7404
beim Pflügen in der Mitte des Ackers wenden;7404
wie schd »abwenden;9311
abwärts;9500
wie schd »abwendig, abwendisch;9311
abgeneigt;6440
wie schd »abwerfen;4112
/zu früh gebären (Kuh)/;4111
Ertrag bringen;7600
werfend abschlagen;3120
/den Baumgipfel (zur Veredlung) abhauen/;7480
einen Mitspieler durch einen Treffer aus dem Spiel ausschließen;7390
