lemma,bedeutung,sachgruppe
Klotz,Rundholzabschnitt (in Redensart),7550
abfeimen,(Getreideabfall) vorsichtig mit der Hand entfernen,7440
Kracherlein,(geschmackloses) Selterswasser,5920
Allerweltsweife,Schwätzerin,6135
einrutschen,"in eine geschäftliche Schieflage geraten, in Konkurs gehen",7600
Grubber,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
drin,"drinnen, innerhalb",9520
Kartoffel,Kartoffelpuffer ?,5911
Ohrenwaschlein,"Ohrmuschel, Ohr des Schweins",4113
Knuff,"Zurechtweisung, Vorwurf",6333
geben,gewähren,9315
umtappen,umhergehen,5530
anziehen,gefrieren,2200
Seiche,"abgestandenes, schales Bier",5920
da,"hier, an dieser Stelle (lokal)",9500
Bätzig,Radiergummi,8400
döckeln,aus Zeitvertreib im Garten arbeiten,7480
Amipritsche,"Mädchen, das Beziehungen zu Amerikanern, US-Soldaten, unterhält (pejor)",6136
Schwartenmagen,Wurstsorte,7565
elendig,"jämmerlich, mühselig",6320
Sämig,auf die Tenne gefallene Futter- oder Getreidereste,7440
Häuselarbeit,"leichte, aber arbeitsintensive und Geduld fordernde Tätigkeit",7401
andrücken,anziehen der Zugtiere,7403
pflennen,weinen,6320
jammern,Laute von sich geben: Hund,4020
Rüssel,kropfartiger Auswuchs am Brot,7560
Hundskerl,"""ein Draufgänger""",6126
verheiratet,in einer Ehe lebend,7321
Patschkappe,"Hut, der eine außergewöhnliche Form hat",5936
absonderlich,absonderlich (Charakter),6280
Auskehrich,"Schmutz, der beim Kehren anfällt ?",7790
plärren,Weinen von Kindern,6320
Spektakel,laute Unterhaltung mehrerer Personen,7210
hinanrichten,jemandem alles für die Abreise Nötige besorgen,7850
gut,brav,6113
Tonschüssel,Tonschüssel für die gemolkene Milch,7455
Gespülig,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
hinpritschen,Haare glätten,5940
Ringelbuschsamen,weiße Samenkugel des Löwenzahns,3500
Brettelrutscher,"Rodel-, Lastschlitten",7405
Extrawürstchen,"Kind, das auffallend gut gekleidet ist",5935
aufhindrehen,den Schnurrbart an den seitlichen Enden nach oben drehen,5940
Führer,"Mechaniker, der die Antriebsmaschine und die Dreschmaschine bedient",7402
Gehstecken,Spazierstock mit rundem Griff,5932
Station,"Bahnhaltestelle, Bahnhof",7830
grüllen,weinen (in Redensart),6320
zukommen,trächtig werden bei der Kuh,4111
hinunterhocken,sich nach unten auf den Boden setzen,5550
sticheln,jemanden aufhetzen,6460
Kopfreff,Holzrahmen zum Tagen von Lasten,7402
Dachbalken,"Dachsparren, Teil des Daches",7721
fragen,"zu Rat ziehen, fragen",6421
Hoppa-Hoppa-Reiter machen,ein Kind auf den Schultern umhertragen,7360
Graf Rotz,"jemand, der sich sehr wichtig nimmt",6119
Zähneblecker,"Mensch, der gern die Zähne zeigt",6110
fressen,"essen (pejor, in Redensart)",5360
gleich,unterschiedslos,9300
Geräume,"Gesamtheit des Geschirrs, das in der Küche herumsteht und noch gespült werden muss",7740
verdrossen,missmutig,6320
Viehhalskette,"Kette, mit der die Kuh angebunden ist",7450
Haubenlerche,"Haubenlerche, Vogel, der in der näheren Umgebung des Erhebungsortes vorkommt",4210
Gezürn,Zerwürfnis,6333
gesamt,vollständig,9300
Bläkser,"Mann, der immer viel Lärm verursacht",6126
richtig,"richtig, gut; in ordnungsgemäßem Zustand",9240
Amboschur,bestimmte Stellung und Lippenspannung beim Blasen eines Instrumentes,8730
Sottbärbel,"Person, die viel redet und es dabei mit der Wahrheit nicht so genau nimmt",6110
umeinandertrielen,"trödeln, langsam, umständlich sein",5570
schonde,bereits,9600
zusammenwürglen,zusammenknüllen,9130
Soldatenschickse,"Mädchen, das Beziehungen zu Amerikanern, US-Soldaten, unterhält (pejor)",6136
auftatzen,den Spielball aufspringen lassen,7340
Waldkrähe,Kolkrabe (Corvus corax),4210
aufzöpfen,Haare zu Zöpfen flechten,5940
grau,"nach Schimmel riechen, muffeln",5430
hauen (über die Stränge),ehebrechen,7321
nachdenken,"überlegen, über etwas nachdenken",6250
Lydia,weiblicher Vorname,7120
Anke,Schlüsselbein,5240
gehen (in Fügung: auf die Seite gehen,ehebrechen,7321
herumpelzen,"sich ausruhen, faulenzen",6550
eins,eine unbestimmte Sache,1130
Christkindlein,"Weihnachten, Winter",2500
Gutelein,"Liebling, bevorzugter Schüler des Lehrers",7010
Stadtratte,Stadtbewohner (pejor),7011
Brechen,"Brechen, Zerbrechen (in Redensart)",9130
klaubeln,aus Zeitvertreib im Garten arbeiten,7480
zusammenstanzen,"jemand zurechtweisen, beschimpfen",6333
Glotzer,"unfreundliche, unwirsche Person",6112
abfangen,Milch entrahmen,7455
massakrieren,"jemanden plagen, quälen",6333
quieken,schreien (in Redensart),5560
Erdbirnenherausackerer,Kartoffelpflug mit Schleudergabeln,7404
Rangesenloch,Aufbewahrungsort für Kartoffeln und Rüben,7720
Hühnerhabicht,Habicht (Accipiter gentilis),4220
herabgehängt,herabhängend,9500
mitnehmen,in Mitleidenschaft ziehen,5700
mumpfeln,mit vollem Mund kauen,5360
verschwinden,"verschwinden, verduften",7020
richtig,richtig (in Redensart),6320
Hinterquartier,"hinterer Teil der Hose, der das Gesäß bedeckt",5930
angeschimmelt,"modrig, faulig, schimmelig riechend",5430
Gockel,gebratenes Huhn,5911
absehen auf,"ein Ziel im Auge haben, etwas haben wollen",6430
Untüchtiger,"lahmer, immer wie gelähmt wirkender Mensch",5230
Matz,"Uhr, die oft stehen bleibt",7500
plötschen,weinen (verächtlich),6320
forttäppelen,forttrippeln,5530
Laushammel,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
Gesotter,dauerndes Schimpfen,6333
Kaffeezutte,Ausgießschnabel der Kaffeekanne,7740
Burschenschaft,"schulfreie, unverheiratete männliche Dorfjugend",5840
verzausen,"unbeabsichtigtes Verwirren, Verknoten, Durcheinander von Wollfäden",7546
wohldienend,"kriecherisch, schmeichlerisch",6540
ausfrieren,durch Frost Schaden leiden des angesäten Getreides,7440
Hoppasslein,Pferdekarren,7403
Draht,Draht (in Redensart),7500
viel,übermäßig,9400
Spinnenwebending,durchsichtiger Damenstrumpf (Spott),5934
Aufstoß,"Pflugwende, Ende des Ackers, das zuletzt gepflügt wird",7440
Marichen,weiblicher Vorname,7120
Truhenwagen,"Wagen, auf den früher beim Heiraten die Mitgift der Braut geladen wurde",7321
abhinbocken,"hinunterfallen, hinunterpurzeln",5550
anschlitzen,"sich bettelnd an jemanden wenden; jemanden nachdrücklich um etwas, besonders eine Gabe bitten",6415
hochwickeln,Hosenbeine hochkrempeln,5933
Kartoffelteig,Teig aus Kartoffeln,5910
Gritsche,"ein langsamer, unbeholfener, ewig unentschlossener Mensch",5120
verläuchen,verscheuchen,9311
verschleifen,"schleppen, tragen können",7800
Vorwitziger,"frecher Junge, der den Unterricht stört",8400
Kröpfer,"kleiner Schlingel, Taugenichts, auch Kosename für Kind",6118
geschraubt,"""überkandidelt""",6510
Geiz,Achseltrieb der Tomate,3010
Dickmops,beleibtes Mädchen,5171
brummen,"dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm",5340
Ungutel,"frecher Junge, der den Unterricht stört",8400
Höllentoni,geräucherte Bratwurst,5910
Aufstellbödchen,Trapezförmige Rück- und Vorderwand des Truhwagens,7403
Mutterlämmlein,neu geborenes weibliches Schaf,4114
übernächtig,eine Nacht lang existierend,5870
Stupserer,"Zurechtweisung, Beschimpfung",6333
hineinmachen,einpflanzen,9313
zusammenrichten,Haar glätten,5940
anrucken,"anrücken, näher kommen",5531
Pfaffenhaken,Schachtelhalm,3500
Dienstbotenverschmuser,"Person, die Dienstboten vermittelt",7400
Huckelkorb,"Rückentragekorb, der bei der Apfelernte Verwendung findet",7480
Gesöff,Bier von schlechtem Geschmack,5920
Hasennestlein,Osternest,8850
Eierweck,Milchbrötchen,7560
Popper1,kugelförmiger Kot,4020
weniglein,etwas,9400
binden,befestigen,5520
Fotze,(leichtfertige) weibliche Person,6137
zusammenpfuschen,handwerklich schnell und schlampig arbeiten,9330
zusammenziehen,"schlecht, knotig flicken",7545
Falt(e),Runzel,5210
Genaschbeutel,"Mensch, der gerne etwas Gutes nascht",6110
Sterzer,hochmütiger Mensch,6119
beieinander,"gebaut, geformt (menschlicher Körper)",5230
Ziebeleinsbrut,"Gruppe der aus einem Gelege hervorgegangenen Jungtiere, Aufzucht aus einem Nest",4240
Gottesackerblume,Chrysantheme,3800
"prellen, sich","stoßen, prellen",9800
Eckenweber,Familienname,7110
Rennschlitten,Schlitten mit vorn kreisrund gebogenen Kufen,7405
alt,"alt, abgelagert",7470
jetzetlein,"jetzt, es ist so weit",9600
Diehm,Familienname,7110
Vörderwagen,Vorderes Fahrgestell des Leiterwagens,7403
Hexenknollen,Knoten in verwirrten Haaren,5940
Dickerlein,"untersetzter, handfester Kerl",5142
einmal,mal,1140
Säufarn,Farn,3500
lötschen,aus Kummer weinen,6320
Kleppermantel,wasserdichter Mantel der Firma Klepper,5930
Bröckelein,"großer, starker Mann",5141
fläuen,die in heißem Wasser gewaschene Wäsche nochmals durch kaltes Wasser ziehen,7770
Erdäpfelkräpflein,Kartoffelpuffer,5911
Braterdapfel,"kleingeschnittene, in Fett weich gedünstete (rohe) Kartoffel",5911
Heidelbeere,Heidelbeere,3210
Mannfeld,Familienname,7110
Schlappe2,"(leichter) Schlag mit der Hand auf/an den Kopf, Ohrfeige",5521
Nadelbüchslein,Libelle (Insekt),4700
jauchzen,jauchzen,6310
herbeiglucken,Stimme der Henne beim Rufen der Küken,4240
anzeigen,erste Anzeichen zu etwas erkennen lassen,6210
Verleichtmesstag,Fronleichnamstag,7310
wehtun,Schmerzen verursachen,5700
Flusskandel,Graben am Straßenrand,7810
Zottel,unfrisierte Haare,5940
Ritzholz,Streichholz,7750
durchrühren,gekochte Äpfel oder Kartoffeln durch Sieb drücken,7740
Ausschlag,Ranke von Hopfen oder Wein,7470
diskutieren,sich (gegenseitig) beschimpfen,6333
Limonade,Limonade,5920
tappen,"einen Tritt, Stoß geben",5530
Bardorf,Familienname,7110
angehen,"jemanden um etwas bitten, sich mit einer Bitte an jemanden wenden",6415
allweil,"immerzu, fortdauernd",9600
Lausfurche,gerade gezogener Scheitel (spöttisch),5940
Ästlein,auf dem Waldboden liegendes Astholz,7550
Knüpfer,"Maschine, mit der das Stroh gebunden wurde",7402
Falte,Falte (in Redensart),6430
Schlampe,liederliche Frau,6134
theatrig,"angeberisch, großtuerisch",6280
Zaunschlüpfer,Zaunkönig (Troglodytes troglodytes),4210
Fußtappen,Fußspur eines Menschen im Schnee,5530
arg,groß,9210
Krokodilsträne,geheuchelte Tränen,6300
Fußballspielen,Fußballspielen,7340
bloß,"soeben, kurz vorher",1140
Plauze,eine dicke und dabei sehr kleine Frau,5162
Eck,"Ecke, Abschnitt",7420
tranig,in Gedanken oder im Traum sein,6260
alletzu,"immer, immerfort",9400
Plempel,mehr od. weniger unnütze Dinge,7600
Spektiv,"Brille, Augengläser",5410
mäh,Lautäußerung des Schafs,4020
greinen,schluchzen,6320
edel,von besonderer Qualität,9240
Krawall,Lärm,5420
derwischen,erhaschen (in Redensart),5532
Langstangenkette,"Kette, die die beiden Wagenleitern zusammenhält",7403
Schwetzelbrühe,"dünnflüssiger Brei, dünne Suppe",9233
Schneeplatsch,wässriger Schneeklumpen,2200
Sauluder,"Frau, die bösen Klatsch verbreitet",6135
Bätz,"junges Schaf, das schon fortpflanzungsfähig ist, aber noch nicht gelammt hat",4114
Mutterbätzelein,"Kind, das sich nur schwer von der Mutter lösen kann",5126
"umgeben, sich",aus Kummer weinen,6320
Stumpel,ein dicker und sehr kleiner Mann,5142
Schneevögelein,Schneeflocke (Kindersprache),2200
Schweizer,Schweizer,8160
machen,"bestellen, bepflanzen",7480
anderes Mal,spätere Gelegenheit (in Redensart),9314
tauchen,"sich unter die Wasseroberfläche begeben, tauchen",9233
Untergoller,"Weste, ärmellose Jacke",5930
Brat,"Wurstteig, Wurstfüllung",7565
Stumper(s),"untersetzter, handfester Kerl",5142
Sparrenträger,Teil des Dachstuhls (der waagrecht auf der obersten Balkenschicht liegende Balken),7721
Fünfzigerlein,Geldmünze (in Redensart),7610
saulang,"sehr groß, langgewachsen",5210
Brautwagen,"Wagen, auf den früher beim Heiraten die Mitgift der Braut geladen wurde",7321
Leuteausmacher,"Person, die Tratsch verbreitet",6110
Kirschmund,kleiner Mund bei einem Kind oder Mädchen,5200
sprechen,sprechen (in Redensart),7200
aufschwatzen,"jemandem etwas aufdrängen, z.B. etwas zu kaufen",6460
Klopfer,Gerät zum Schlagen der nassen Wäsche,7770
hinantrielen,nach dem Kalben mehrere Tage lang Fruchtwasser ausscheiden Kuh,4020
Hoppe-hoppe-Reiter-Spiel,Kniereitspiel,7360
angeschauen,"als etwas betrachten, auffassen, für jemanden, etwas halten",6330
Futterbarn,Futtertrog,7450
Teigschabe/r,Gerät zum Zusammenkratzen der Teigreste beim Backen,7740
Karst,Gerät zur Bodenbearbeitung,7402
schauen,"bewirken, anstreben",9800
Sprüchemacher,"Prahler, eingebildeter Mensch, Gernegroß",6119
Hühnerlöchlein,Hühnereinschlupf beim Hühnerstall,4240
"zusammenschneckeln, sich",sich herausputzen,5940
Story,unwahre Geschichte,6530
umeinanddacklen,unsachgemäß arbeiten,6550
abschnaken,etwas jemandem abbetteln,6415
bräschen,schreien (in Redensart),5560
Dunkel,Dunkelheit (in Redensart),2100
Haarwald,starke Brustbehaarung,5210
Durchmahd,"Gasse, die durch das Mähen im Getreide entsteht",7440
Heu,Heuernte,7450
Labersack,"Mann, der ununterbrochen redet, sich gern reden hört",6126
Sattelgleis,Fahrspur im Feldweg,7810
Katzendreckgestank,Geruch nach Katzenkot,5430
Lattengeflecht,"Teil des Schlittens, Sitzfläche",7405
verräuchern,"die Luft in einem Zimmer durch Rauch, z.B. eine Zigarre oder Zigarette verderben",5921
Stummochse,"Schulkind, das sich auffallend von den anderen zurückzieht",8400
Geweif,Streit wegen einer Nichtigkeit,7030
leer,ohne Aufbau (Leiterwagen),7403
Poussiertüchlein,Einstecktuch; Tuch zum Schmuck der äußeren Brusttasche v.a. bei Herren,5933
jetzet,"nun, im Moment",9600
Sotterin,Ehefrau (verächtlich),0
Blättlein,Zeitung (in Redensart),7595
tun,"machen, bewerkstelligen",7500
Frechste,"freches Mädchen, das den Unterricht stört",6136
Rivale,"jemand, der sich mit einem oder mehreren anderen um jemanden, etwas bewirbt",6400
Patscher,Schwätzer,7200
hitzig,nach Geschlechtsverkehr verlangend (pejor),5350
Übersetzung,mechanische Übersetzung eines Getriebes (in Redensart),6450
Geschirr,"Geschirr, Abwasch",7735
Pfingstbaumstecken,"Tradition, die mit Pfingsten in Verbindung gebracht wird",8860
Traumernickel,"schlafmütziger, verschlafener Mensch",6114
stäubern,"vertreiben, verjagen",9311
Schlittenschnauze,aufgebogener Teil der Schlittenkufe,7405
herumwürgeln,herumwälzen (einen schweren Gegenstand),9800
Jacketttasche,innere Tasche in der Herrenjacke oder im Herrenmantel,5933
Sandpapier,"Gerät, um Stifte zu spitzen",8400
zanken,ein Streitgespräch führen,6333
beißen,einen beißenden Reiz verursachen von Rauch,9230
gut,leicht,9240
Weg,Feldweg,7810
abhertun,"(ein Kleidungsstück) ausziehen, ablegen",5930
Krähenfüße,Falten um die Augen herum,5210
Schneehurgel,Schneerolle zum Bau eines Schneemanns,7360
Blabla,inhaltsloses Gerede (in Redensart),7200
durchziehen,Fußboden mit nassem Lappen säubern,7780
licht,dünn bewachsen,9330
Kittchen,Gefängnis,8300
schlampet,schnell und schlampig hergestellt,9330
Napf,Tonschüssel für die gemolkene Milch,7455
Goller,Tuch zum Schutz der Kleider von Kindern beim Essen,5830
Naht,Nahtstelle zwischen den beiden Betten des Ehebettes,7730
heruntergehen,untergehen der Sonne,2100
nacht,nachts,9600
Zwist,Streit,6333
Bussel,Kuss,6332
Stöckleinsschwämme,"Pilzart, wohl Rotkappe",3510
Gesamternte,Gesamtertrag an Heu,7430
Acker,erstmals aufgebrochenes Land,7420
hinauffallen,nach oben fallen,9800
Eisenächser,Wagen mit eisernen Achsen,7403
einfältig,naiv,6200
Barrasgaul,altes Militärpferd,4112
aufgeschneckelt,herausgeputzt,5940
blitzblau,leuchtend blau,9231
Ickel,"Rain, unbebauter schmaler Streifen Land als Grenze zwischen zwei Äckern",7430
abtreiben,eine Schwangerschaft abbrechen,5810
Herumratsch,"Frau, die den ganzen Tag in der Stadt herumläuft, um Klatsch zu verbreiten",6135
einreißen,"beim Fällen zerbrechen, aufbrechen",7550
Hochzeitsauto,Auto in dem das Brautpaar fährt,7321
Zeisigwagelein,"Polizeiauto, in dem Verdächtige abtransportiert werden",7820
Amischickse,"Frau (pejor): Mädchen, das mit einem Amerikaner befreundet ist",6136
einander,einer mit dem anderen,9312
nebendauß,absonderlich (Charakter),6280
herumwühlen,wühlen,5520
Schleifbein,"Mann, der hinkt",5140
Dohllein,verschrobener Mensch mit komischen Ideen,6110
fade,"langweilig, schal",9240
Geäder,Gesamtheit aller Nerven,5240
Scheitlein,Stück Holz (in Redensart),7550
Spazierstockspitze,Spazierstock mit gebogenem Griff und Stachel am unteren Ende,5932
Extra,"Zusätzliches, Besonderes",6270
gescheit,angemessen,9240
Barrasbock,gedienter Soldat,8500
höhlern,Wühlen des Maulwurfs,4130
Männlein,Mann (in Redensart),5130
Schote,"Mädchen, das Beziehungen zu Amerikanern, US-Soldaten, unterhält (pejor)",6136
Storren,das einzige Kind einer Familie,7010
dampfen,"Dampf, Rauch entwickeln, von sich geben",9230
Stützkrücke,Spazierstock mit rundem Griff,5932
Viehtränker,"Vorrichtung, aus der das Vieh säuft",7450
abkappen,verprügeln,5521
kriegen,"Schläge erhalten, geschlagen werden",5521
Tannenmeislein,Tannenmeise (Parus ater),4210
angeln,für sich gewinnen,6430
heruntergehen,"das Nest, das Gelege verlassen (Henne)",4240
adorieren,schimpfen,6333
Dickdarm,Dickdarm,4010
Fliegenschränklein,Schrank zum Aufbewahren von Lebensmitteln,7740
Spieß,"dornartiges, spitzes Metallstück am unteren Ende eines Spazierstocks",7501
hinauf zum Himmel,"nach oben, zum Himmel",9500
Löschgummi,Radiergummi,8400
Hölle,Winkel hinter dem Ofen,7730
Verwimmerster,"Baum, der verdreht gewachsen ist",3130
Häutlein,Schimmel auf Flüssigkeiten,5910
Art machen,sich frisieren lassen,5940
Braver,"allgemeine Kosebezeichnung für einen Hund, der einem sehr gefällt",4118
gesprächig,"zum Reden, Erzählen aufgelegt, gern bereit",7200
ane1,"ja so etwas! Ausruf freudiger Überraschung, Ausruf der Verwunderung, des Staunens",1230
Rainschinder,"Bauer, der beim Pflügen Grenzsteine versetzt",7430
Schlittensohle,"hölzerne aus Längslatten aufgenagelte Schlittenauflage, Schlittensitz",7405
Bachstelze,Vogel mit langen Beinen (in Redensart),4210
Einzureiben,flüssiges Medikament zum Einreiben,5700
Fetter,"Mann, der besonders kräftig aussieht",5141
Reif,gefrorener Niederschlag,2400
lallen,ausplaudern,7210
herumschießen,sehr schnell ohne bestimmtes Ziel laufen,5533
Trumm,"großes Stück, großes Exemplar",9210
herabhauen,ohrfeigen,5521
Taufmahlrest,"Rest des Festessens, das bei der Taufe angeboten wird",7322
artlich,"hübsch, nett, sauber",5210
Stühllehne,Stuhllehne,7730
Birkenreis,Äste und Zweige von der Birke,3110
Rindvieh,dumme Frau,6137
Birkenwasser,Pflanzensaft der Birke,3020
Förstersitz,Jägerstand,7550
anstellig,"ständig Dummheiten machend, ständig zu Streichen aufgelegt",6280
Trulle,"nachlässige, weibliche Person, die unordentlich arbeitet",6134
arschgerade,"exakt, präzise",9300
Schlehenwein,Schlehenwein,5920
holzdürr,"sehr mager, stark abgemagert",5210
vollstinken,"die Luft in einem Zimmer durch Rauch, z.B. eine Zigarre oder Zigarette verderben",5921
Scherenschleifer,"Nichtsnutz, Faulenzer",6114
ärgerlich,wütend,6320
spielen,"vorgeben, etwas zu sein, sich gebärden",6540
herausessen,"Teller, Schüssel leeressen",5910
doch,dennoch,9311
Erdäpfelspfannenkuchen,Omelett,5911
Brente,"Schüssel, in der sich Wasser zum Waschen befindet",5940
Holzbock,hözernes Untergestell mit zwei überkreuzten Brettern und vier Beinen,7730
Wiesbaumkopf,vorderes Ende des Wiesbaums,7403
ausgerissen,zum Fällen angezeichnet,7550
Gefiedervieh,Federvieh (allgemein),4240
Lattenrost,"Holzboden, Holzfläche aus Latten",7410
drehen,wenden (in Redensart),9800
Geißler,"jemand, der nur vom Ertrag einer Ziege lebt",7400
